book,category,price,star-rating,in-stock
Misery,Horror,34.79,2,True
It,Horror,25.01,3,True
'Salem's Lot,Horror,49.56,4,True
The Stand,Horror,57.86,2,True
The Girl with All the Gifts,Horror,49.47,3,True
House of Leaves,Horror,54.89,1,True
Sapiens: A Brief History of Humankind,History,54.23,5,True
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,25.52,1,True
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,19.73,1,True
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,36.28,2,True
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,59.64,1,True
Zealot: The Life and Times of Jesus of Nazareth,History,24.7,3,True
A Distant Mirror: The Calamitous 14th Century,History,14.58,3,True
1491: New Revelations of the Americas Before Columbus,History,21.8,3,True
Brilliant Beacons: A History of the American Lighthouse,History,11.45,3,True
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,44.48,5,True
A Short History of Nearly Everything,History,52.4,5,True
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,39.67,2,True
Catherine the Great: Portrait of a Woman,History,58.55,4,True
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,42.91,5,True
The Hiding Place,History,55.91,4,True
America's War for the Greater Middle East: A Military History,History,51.22,2,True
The Guns of August,History,14.54,2,True
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,43.7,2,True
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Food and Drink,30.52,3,True
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,56.41,1,True
My Paris Kitchen: Recipes and Stories,Food and Drink,33.37,2,True
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,14.02,4,True
"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,40.11,1,True
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,37.34,5,True
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,37.6,2,True
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,41.25,1,True
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,42.16,3,True
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,28.77,3,True
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,19.55,1,True
Barefoot Contessa Back to Basics,Food and Drink,28.01,1,True
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,50.62,5,True
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,11.53,2,True
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,20.1,5,True
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,38.77,1,True
Cravings: Recipes for What You Want to Eat,Food and Drink,20.5,3,True
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,12.34,4,True
32 Yolks,Food and Drink,53.63,2,True
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,11.38,5,True
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,46.01,4,True
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,28.25,2,True
The Barefoot Contessa Cookbook,Food and Drink,59.92,5,True
Better Homes and Gardens New Cook Book,Food and Drink,39.61,3,True
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,11.05,5,True
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,24.91,5,True
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,13.66,2,True
The Smitten Kitchen Cookbook,Food and Drink,23.59,1,True
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,34.32,3,True
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,33.14,3,True
Redeeming Love,Christian Fiction,20.47,5,True
Close to You,Christian Fiction,49.46,4,True
Shadows of the Past (Logan Point #1),Christian Fiction,39.67,5,True
Like Never Before (Walker Family #2),Christian Fiction,28.77,2,True
Counted With the Stars (Out from Egypt #1),Christian Fiction,17.97,5,True
If I Run (If I Run #1),Christian Fiction,49.97,4,True
The Dirty Little Secrets of Getting Your Dream Job,Business,33.34,4,True
The Third Wave: An Entrepreneur’s Vision of the Future,Business,12.61,5,True
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,27.55,3,True
Shoe Dog: A Memoir by the Creator of NIKE,Business,23.99,2,True
Made to Stick: Why Some Ideas Survive and Others Die,Business,38.85,5,True
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,43.14,1,True
The Art of Startup Fundraising,Business,21.0,3,True
Born for This: How to Find the Work You Were Meant to Do,Business,21.59,5,True
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,36.91,1,True
"Rich Dad, Poor Dad",Business,51.74,1,True
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92,3,True
Rework,Business,44.88,2,True
Louisa: The Extraordinary Life of Mrs. Adams,Biography,16.85,2,True
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,21.15,2,True
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,39.55,1,True
Benjamin Franklin: An American Life,Biography,48.19,3,True
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,42.57,3,True
In Her Wake,Thriller,12.84,1,True
The Elephant Tree,Thriller,23.82,5,True
Behind Closed Doors,Thriller,52.22,4,True
You (You #1),Thriller,43.61,5,True
The Guilty (Will Robie #4),Thriller,13.82,2,True
The 14th Colony (Cotton Malone #11),Thriller,39.24,1,True
Give It Back,Thriller,18.32,2,True
Killing Floor (Jack Reacher #1),Thriller,31.49,4,True
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,59.71,3,True
Far From True (Promise Falls Trilogy #2),Thriller,34.93,2,True
The Travelers,Thriller,15.77,1,True
When We Collided,Contemporary,31.77,1,True
Someone Like You (The Harrisons #2),Contemporary,52.79,5,True
We Are All Completely Beside Ourselves,Contemporary,24.04,1,True
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,17.66,5,True
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,32.24,5,True
Chasing Heaven: What Dying Taught Me About Living,Spirituality,37.8,2,True
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,20.91,1,True
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,46.33,2,True
A New Earth: Awakening to Your Life's Purpose,Spirituality,55.65,5,True
Logan Kade (Fallen Crest High #5.5),Academic,13.12,2,True
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,46.35,1,True
How to Be Miserable: 40 Strategies You Already Use,Self Help,46.03,1,True
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,52.15,3,True
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,12.08,3,True
How to Stop Worrying and Start Living,Self Help,46.49,5,True
All the Light We Cannot See,Historical,29.87,5,True
The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79,1,True
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,54.0,5,True
Crazy Love: Overwhelmed by a Relentless God,Christian,47.72,2,True
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,25.77,1,True
Silence in the Dark (Logan Point #4),Suspense,58.33,3,True
The Grownup,Short Stories,35.88,1,True
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,54.81,5,True
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,49.05,3,True
"Eat Fat, Get Thin",Health,54.07,2,True
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71,5,True
The Art and Science of Low Carbohydrate Living,Health,52.98,5,True
Libertarianism for Beginners,Politics,51.33,2,True
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,52.65,4,True
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,56.86,1,True
Amid the Chaos,Cultural,36.58,1,True
Dark Notes,Erotica,19.19,5,True
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,10.97,1,True
